58.57, 325.0
138.34, 580.0
74.78, 399.0
124.42, 479.0
99.27, 480.0
126.73, 600.0
85.42, 430.0
73.77, 380.0
58.57, 348.0
93.0, 510.0
106.34, 510.0
114.0, 600.0
67.0, 360.0
140.55, 525.0
121.63, 490.0
70.21, 235.0
73.77, 388.0
114.0, 540.0
141.06, 520.0
80.03, 380.0
92.22, 535.0
84.0, 310.0
126.03, 500.0
102.75, 420.0
96.75, 485.0
47.22, 298.0
102.61, 440.0
120.05, 850.0
67.58, 230.0
93.43, 510.0
132.0, 620.0
95.03, 440.0
97.0, 478.0
115.6, 500.0
119.2, 590.0
154.77, 546.0
87.14, 418.0
96.01, 430.0
181.34, 650.0
118.4, 510.0
81.0, 475.0
121.78, 520.0
81.23, 438.0
120.34, 455.0
155.94, 605.0
122.04, 560.0
98.66, 520.0
194.64, 540.0
115.37, 650.0
136.19, 700.0
90.0, 510.0
96.01, 480.0
48.61, 288.0
118.66, 565.0
123.53, 500.0
92.21, 440.0
98.57, 450.0
100.75, 540.0
97.83, 565.0
141.19, 500.0
68.0, 465.0
88.77, 410.0
57.44, 235.0
93.47, 520.0
87.77, 430.0
191.51, 850.0
81.96, 395.0
65.64, 325.0
98.85, 416.0
61.81, 330.0
125.5, 495.0
84.0, 295.0
101.42, 470.0
158.23, 595.0
84.0, 295.0
73.0, 220.0
83.44, 335.0
64.41, 400.0
97.49, 465.0
141.0, 560.0
98.81, 410.0
85.67, 580.0
95.47, 580.0
91.0, 435.0
139.98, 660.0
63.0, 370.0
116.5, 520.0
73.73, 315.0
96.01, 430.0
98.91, 535.0
73.67, 460.0
102.54, 460.0
127.44, 560.0
87.08, 370.0
103.0, 480.0
102.51, 500.0
93.76, 458.0
119.0, 580.0
114.5, 555.0
94.66, 450.0
80.0, 430.0
123.39, 680.0
61.02, 310.0
62.64, 350.0
93.62, 460.0
124.68, 620.0
59.25, 315.0
52.49, 210.0
93.0, 508.0
99.91, 465.0
102.0, 470.0
83.17, 415.0
127.91, 460.0
100.75, 545.0
126.71, 560.0
104.01, 520.0
72.39, 390.0
91.51, 420.0
